stopid,shortname,fullname,latitude,longitude,buses
448,Burton Hall Rd,Burton Hall Rd,53.2748386111,-6.2066725,"47,116"
449,Blackthorn Road,Blackthorn Road,53.2763227778,-6.2169275,"116,11"
450,Blackthorn Road,Blackthorn Road,53.2750941667,-6.2134997222,"11,116"
451,Blackthorn Drive,Blackthorn Drive,53.2782238889,-6.207755,"116,11,47"
453,Kilmacud Rd,Kilmacud Rd,53.2885863889,-6.2075666667,"47,11,116"
454,Kilmacud Rd,Kilmacud Rd,53.289115,-6.2099130556,11
461,Stillorgan Road,Stillorgan Road,53.2947830556,-6.2034611111,"116,118,145,155,47,46E,46A,7B,7D"
469,Rock Road,Rock Road,53.3028469444,-6.1840469444,"84A,7D,7A,7,4"
470,Rock Road,Rock Road,53.3056188889,-6.1889588889,"4,7,7A,7D,84A"
471,Rock Road,Rock Road,53.3068688889,-6.191045,"7D,7,7A,84A,4"
472,Rock Road,Rock Road,53.3078780556,-6.1949,"4,84A,7A,7,7D"
473,Rock Road,Rock Road,53.3092411111,-6.1973661111,"7D,7A,84A,7,4"
475,Rock Road,Rock Road,53.3127061111,-6.2018819444,"4,7,84A,7A,7D"
476,Rock Road,Rock Road,53.3157461111,-6.2047561111,"7D,7A,84A,7,4"
477,Merrion Road,Merrion Road,53.3168588889,-6.2069461111,"4,7,84A,7A,7D"
478,Merrion Road,Merrion Road,53.3181069444,-6.2112638889,"7D,7A,84A,7,4"
479,Merrion Road,Merrion Road,53.3191361111,-6.2133888889,"4,7,7A,27X"
480,Merrion Road,Merrion Road,53.320845,-6.216276111,"27X,7A,7,4"
481,Merrion Road,Merrion Road,53.32233806,-6.218253056,"4,7,7A,27X"
482,Merrion Road,Merrion Road,53.32468,-6.222015,"27X,7A,7,4"
483,Merrion Road,Merrion Road,53.32592694,-6.223956944,"4,7,7A,27X"
485,Ballsbridge,Ballsbridge,53.32826111,-6.228638889,"27X,120,7A,7D,7,4"
487,Pembroke Road,Pembroke Road,53.33085528,-6.233902222,"4,7,7D,7A,120"
488,Northumberland Rd,Northumberland Rd,53.33309611,-6.236063056,"120,27X,7A,7D,7,4"
489,Northumberland Rd,Northumberland Rd,53.33494194,-6.237343056,"4,7,7D,7A,120"
490,Northumberland Rd,Northumberland Rd,53.33655694,-6.238931111,"120,7A,7D,7,4"
491,Mount St,Mount St,53.33780889,-6.241311111,"4,7,7D,7A,120,27X"
492,Grattan St,Grattan St,53.338585,-6.243593889,"120,7A,7D,7,4"
493,Merrion Sq,Merrion Sq,53.33988889,-6.24736,"4,66,7,67,66A,66B,66E,7D,7A,120,25,25A,27X,26,25D,25B"
494,Clare Street,Clare Street,53.34141694,-6.251671111,"25B,25D,26,27X,25A,25,120,7A,7D,66E,66B,66A,67,7,66,4"
495,Westland Row,Westland Row,53.34358611,-6.249726111,"4,66,61,44,7,67,66A,66B,66E,7D,7A,120,25,25A,27X,26,25D,25B"
496,Beresford Place,Beresford Place,53.34945694,-6.252165,"27X,27,27A,31B,31A,32,29A,31,14,130,53"
497,Amiens Street,Amiens Street,53.35050306,-6.250701111,"53,42,43,130,14,15,31,29A,32,31A,31B,32X,27A,27,27X,27B"
499,Summerhill Parade,Summerhill Parade,53.35749611,-6.249096111,123
500,Ballybough Rd,Ballybough Rd,53.35903111,-6.246263056,123
501,Ballybough Rd,Ballybough Rd,53.36069889,-6.243671111,123
509,Ballybough Rd,Ballybough Rd,53.36059694,-6.243313056,123
510,Ballybough Rd,Ballybough Rd,53.35916694,-6.245788056,123
511,Summerhill Parade,Summerhill Parade,53.35751,-6.248623056,123
513,Summerhill Rd,Summerhill Rd,53.35519694,-6.254068889,"123,53"
515,Amiens Street,Amiens Street,53.35350389,-6.248088889,"53,42,43,130,14,15,27A,27,32,31B,29A,27B,31,31A"
516,North Strand Rd,North Strand Rd,53.35568,-6.245661944,"31A,31,27B,29A,31B,32,27,27A,15,14,130,43,42,53"
518,North Strand Rd,North Strand Rd,53.35893111,-6.240913056,53
519,North Strand Rd,North Strand Rd,53.36030194,-6.239553056,"42,43,130,14,15,27A,27,27B,32,31B,29A,31,31A"
521,Annesley Bridge,Annesley Bridge,53.361625,-6.237988889,"31A,31,29A,31B,32,27B,27,27A,15,14,130,43,42"
522,Marino Mart,Marino Mart,53.36327194,-6.235341111,"42,43,130,14,15,27A,27,27B,32,31B,29A,31,31A"
523,Marino Mart,Marino Mart,53.36428111,-6.231608056,"31A,31,29A,31B,32,27B,27X,27,27A,32X,15,14,130,43,42"
525,Howth Road,Howth Road,53.36493889,-6.22632,"32,31B,29A,31,31A"
526,Howth Road,Howth Road,53.36682889,-6.221146944,"31A,31,29A,31B,32"
527,Howth Road,Howth Road,53.367995,-6.212706944,"32,31B,29A,31,31A"
528,Howth Road,Howth Road,53.36922194,-6.209938056,"31A,31,29A,31B,32"
529,Howth Road,Howth Road,53.37056611,-6.20756,"32,31B,29A,31,31A"
530,Howth Road,Howth Road,53.37122444,-6.204023333,"31A,31,29A,31B,32"
531,Howth Road,Howth Road,53.37321889,-6.201438056,"32,31B,29A,31,31A"
532,Howth Road,Howth Road,53.37571806,-6.193886944,"31A,31,29A,31B,32"
533,Howth Road,Howth Road,53.37758611,-6.187028889,"32,31B,31,31A"
534,Howth Road,Howth Road,53.37865389,-6.181881944,"31A,31,31B,32"
535,Raheny Village,Raheny Village,53.38022694,-6.177393056,"32,31B,31,31A"
536,Raheny Village,Raheny Village,53.38042389,-6.173491944,"31A,31,31B,32"
537,Howth Road,Howth Road,53.37989889,-6.168141111,"32,31B,31,31A"
538,Howth Road,Howth Road,53.38013306,-6.164243889,"31A,31,31B,32"
539,Howth Road,Howth Road,53.38067194,-6.159335,"32,31B,31,31A"
540,Howth Road,Howth Road,53.38133306,-6.155098056,"31A,31,31B,32"
541,Howth Road,Howth Road,53.38187389,-6.152018889,"32,31B,31,31A"
542,Dublin Rd,Dublin Rd,53.38365611,-6.146261944,"31A,31,31B,32"
543,Dublin Rd,Dublin Rd,53.385055,-6.142371111,"32,31B,31,31A"
544,Dublin Rd,Dublin Rd,53.386105,-6.138003056,"31A,31,31B,32"
545,Dublin Rd,Dublin Rd,53.38710806,-6.133481944,"32,31B,31,31A"
546,Dublin Rd,Dublin Rd,53.38802111,-6.128341944,"31A,31,31B,32"
547,Dublin Rd,Dublin Rd,53.38861889,-6.123183056,"31B,31,31A"
548,Dublin Rd,Dublin Rd,53.388875,-6.11805,"31A,31,31B"
549,Dublin Rd,Dublin Rd,53.38908889,-6.114516944,"31B,31,31A"
550,Sutton Cross,Sutton Cross,53.38968806,-6.108193889,"31A,31"
551,Howth Road,Howth Road,53.39003806,-6.104628889,"31,31A"
552,Howth Road,Howth Road,53.39068194,-6.101001111,"31A,31"
553,Howth Road,Howth Road,53.39097889,-6.090661944,"31,31A"
554,Howth Road,Howth Road,53.390645,-6.086158889,"31A,31"
555,Howth Road,Howth Road,53.38889,-6.079465,"31,31A"
557,Howth Road,Howth Road,53.388825,-6.0732,"31A,31,31B"
558,Howth Road,Howth Road,53.38841194,-6.070418056,"31B,31,31A"
559,Howth Road,Howth Road,53.38834889,-6.065075,"31A,31,31B"
560,Howth,Howth,53.38608806,-6.065326944,"31B,31,31A"
562,Thormanby Road,Thormanby Road,53.38187806,-6.05915,"31A,31,31B"
563,Thormanby Road,Thormanby Road,53.38025694,-6.057536111,"31B,31,31A"
564,Thormanby Road,Thormanby Road,53.37833806,-6.056621111,"31A,31,31B"
565,Thormanby Road,Thormanby Road,53.37525389,-6.05458,"31B,31,31A"
566,Thormanby Road,Thormanby Road,53.37376806,-6.056111111,"31A,31,31B"
567,Thormanby Road,Thormanby Road,53.372485,-6.05864,"31,31A"
568,Thormanby Road,Thormanby Road,53.37393611,-6.055788889,"31A,31"
569,Thormanby Road,Thormanby Road,53.37557194,-6.054733056,"31,31A"
570,Thormanby Road,Thormanby Road,53.37733111,-6.05582,"31A,31"
571,Thormanby Road,Thormanby Road,53.37855889,-6.056888056,"31,31A"
572,Thormanby Road,Thormanby Road,53.38041889,-6.057736944,"31A,31"
573,Thormanby Road,Thormanby Road,53.38221694,-6.05971,"31,31A"
574,Thormanby Road,Thormanby Road,53.38461389,-6.064253056,"31A,31"
575,Howth,Howth,53.38598,-6.065403056,"31,31A"
576,Harbour Road,Harbour Road,53.38775306,-6.066343889,"31A,31"
577,Harbour Road,Harbour Road,53.38815806,-6.070151111,"31,31A"
579,Howth Road,Howth Road,53.38866,-6.074273889,"31A,31"
580,Howth Road,Howth Road,53.38876889,-6.079618889,"31,31A"
581,Howth Road,Howth Road,53.390055,-6.083983056,"31A,31"
582,Howth Road,Howth Road,53.39095111,-6.091966944,"31,31A"
583,Howth Road,Howth Road,53.39075889,-6.100118056,"31A,31"
584,Howth Road,Howth Road,53.38989389,-6.105185,"31,31A"
585,Sutton Cross,Sutton Cross,53.38934889,-6.110821944,"31A,31,31B"
586,Dublin Rd,Dublin Rd,53.388835,-6.116818056,"31B,31,31A"
587,Dublin Rd,Dublin Rd,53.38842806,-6.124698889,"31A,31,31B,32"
588,Dublin Rd,Dublin Rd,53.38805111,-6.127578889,"32,31B,31,31A"
589,Dublin Rd,Dublin Rd,53.38684389,-6.134261944,"31A,31,31B,32"
590,Dublin Rd,Dublin Rd,53.386205,-6.137238056,"32,31B,31,31A"
591,Dublin Rd,Dublin Rd,53.38431806,-6.144268889,"31A,31,31B,32"
592,Dublin Rd,Dublin Rd,53.38275306,-6.148428056,"32,31B,31,31A"
593,Howth Road,Howth Road,53.38196,-6.15113,"31A,31,31B,32"
594,Howth Road,Howth Road,53.38116389,-6.155551111,"32,31B,31,31A"
595,Howth Road,Howth Road,53.38059611,-6.159226944,"31A,31,31B,32"
596,Howth Road,Howth Road,53.38025611,-6.161783056,"32,31B,31,31A"
597,Howth Road,Howth Road,53.38001389,-6.16469,"31A,31,31B,32"
598,Howth Road,Howth Road,53.37983806,-6.169111111,"32,31B,31,31A"
599,Howth Road,Howth Road,53.38033389,-6.173003889,"31A,31,31B,32"
600,Howth Road,Howth Road,53.38023611,-6.176206944,"32,31B,31,29A,31A"
601,Howth Road,Howth Road,53.379245,-6.179636944,"31A,31,31B,32"
602,Howth Road,Howth Road,53.378145,-6.183033889,"32,31B,31,31A"
603,Howth Road,Howth Road,53.37742806,-6.187416944,"31A,31,31B,32"
604,Howth Road,Howth Road,53.37635111,-6.190776111,"32,31B,31,29A,31A"
605,Howth Road,Howth Road,53.37565389,-6.193551944,"31A,29A,31,31B,32"
606,Howth Road,Howth Road,53.37470611,-6.19785,"32,31B,31,29A,31A"
607,Howth Road,Howth Road,53.37250389,-6.20215,"31A,29A,31,31B,32"
608,Howth Road,Howth Road,53.37107833,-6.204465278,"32,31B,31,29A,31A"
609,Howth Road,Howth Road,53.36983194,-6.208601944,"31A,29A,31,31B,32"
610,Howth Road,Howth Road,53.36835111,-6.211528889,"32,31B,31,29A,31A"
611,Howth Road,Howth Road,53.36674806,-6.218891944,"31A,29A,31,31B,32"
612,Howth Road,Howth Road,53.36586694,-6.223985,"32,31B,31,29A,31A"
613,Howth Road,Howth Road,53.36461306,-6.226796111,"31A,29A,31,31B,32"
614,Fairview,Fairview,53.36360611,-6.233541111,"32,31B,32X,31,29A,27X,31A,27A,27,27B,130,14,14C,15,43,42"
615,Annesley Brg Rd.,Annesley Brg Rd.,53.36189806,-6.237338056,"42,43,15,14C,14,130,27B,27,27A,31A,29A,31,31B,32"
616,North Strand Rd,North Strand Rd,53.35983194,-6.239618056,"32,31B,31,29A,31A,27A,27,27B,130,14,14C,15,43,42,53"
617,North Strand Rd,North Strand Rd,53.3579,-6.2421,"53,42,43,15,14C,14,130,27B,27,27A,31A,29A,31,31B,32"
618,North Strand Rd,North Strand Rd,53.35608,-6.24478,"32,31B,31,29A,31A,27A,27,27B,130,14,14C,15,43,42,53"
619,Amiens Street,Amiens Street,53.35400306,-6.247281111,"53,42,43,15,14C,14,130,27B,27,27A,31A,29A,31,31B,32"
620,Talbot Street,Talbot Street,53.350965,-6.252733889,"32,31B,31,29A,31A,27A,130,747"
621,Talbot Street,Talbot Street,53.35038889,-6.25626,"130,27A,31A,29A,31,31B,32,32X"
624,Harmonstown Rd,Harmonstown Rd,53.38018306,-6.189103889,27A
625,Harmonstown Rd,Harmonstown Rd,53.38178806,-6.186306111,27A
626,Edenmore Green,Edenmore Green,53.38448806,-6.18403,27A
627,Edenmore Grove,Edenmore Grove,53.38540889,-6.181983056,27A
628,Edenmore Grove,Edenmore Grove,53.38694806,-6.183883056,27A
629,Edenmore Park,Edenmore Park,53.38652306,-6.185941111,27A
630,Springdale Rd,Springdale Rd,53.38724306,-6.189301944,27A
633,Tonlegee Dr,Tonlegee Dr,53.38964111,-6.189335,27A
634,Tonlegee Ave,Tonlegee Ave,53.39026889,-6.184126944,27A
635,Glenwood Rd,Glenwood Rd,53.38901694,-6.183906111,27A
636,Glenwood Rd,Glenwood Rd,53.38885194,-6.186716111,27A
637,Springdale Rd,Springdale Rd,53.38778889,-6.189863889,27A
638,Springdale Rd,Springdale Rd,53.38675806,-6.188356111,27A
639,Edenmore Park,Edenmore Park,53.38633389,-6.186723889,27A
640,Edenmore Grove,Edenmore Grove,53.3867,-6.183433056,27A
641,Edenmore Grove,Edenmore Grove,53.385825,-6.182368056,27A
642,Edenmore Green,Edenmore Green,53.38472611,-6.183091111,27A
643,Harmonstown Rd,Harmonstown Rd,53.38356194,-6.183863056,27A
644,Harmonstown Rd,Harmonstown Rd,53.38235694,-6.185683889,27A
645,Harmonstown Rd,Harmonstown Rd,53.38017111,-6.188613056,27A
649,All Saints Rd,All Saints Rd,53.37628694,-6.189643056,29A
650,All Saints Rd,All Saints Rd,53.375315,-6.185498889,29A
651,All Saints Rd,All Saints Rd,53.37548194,-6.179916944,29A
653,Raheny,Raheny,53.37946194,-6.175323056,29A
654,Watermill Rd,Watermill Rd,53.37921111,-6.176998889,29A
655,Watermill Drive,Watermill Drive,53.37773611,-6.175413889,29A
656,Watermill Drive,Watermill Drive,53.37647306,-6.177691111,29A
657,All Saints Park,All Saints Park,53.37554889,-6.178925,29A
658,All Saints Rd,All Saints Rd,53.37498,-6.183123889,29A
659,All Saints Rd,All Saints Rd,53.37525611,-6.185796944,29A
664,Malahide Road,Malahide Road,53.37466,-6.219551111,"27X,27A,27,27B,14,14C,15,43,42"
665,Malahide Road,Malahide Road,53.37247889,-6.222061111,"42,43,15,14C,14,27B,27,27A"
666,Malahide Road,Malahide Road,53.37016694,-6.22429,"27A,27,27B,14,14C,15,43,42"
667,Malahide Road,Malahide Road,53.36797389,-6.226978056,"42,43,15,14C,14,27B,27,27A"
668,Malahide Road,Malahide Road,53.36457611,-6.229335,"27A,27,27B,14,14C,15,43,42"
669,Malahide Road,Malahide Road,53.36631111,-6.228656944,"42,43,15,14,27B,27,27A"
670,Malahide Road,Malahide Road,53.36895,-6.226008889,"27A,27,27B,14,15,43,42"
671,Malahide Road,Malahide Road,53.37071889,-6.224138056,"42,43,15,14,27B,27,27A"
672,Malahide Road,Malahide Road,53.373465,-6.221061111,"27A,27,27B,14,15,43,42"
675,Amiens Street,Amiens Street,53.352855,-6.248531944,"42,43,53,15,14C,14,130,27B,27,27A,29A,31,31A,32X,32,31B"
680,Strand Road,Strand Road,53.38392806,-6.100676944,"31B,31A"
681,Strand Road,Strand Road,53.38122806,-6.1022,"31A,31B"
682,Strand Road,Strand Road,53.37940194,-6.102643056,"31B,31A"
683,St. Fintans Road,St. Fintans Road,53.37767306,-6.100295,"31A,31B"
684,St. Fintans Road,St. Fintans Road,53.37658111,-6.097615,"31B,31A"
685,St. Fintans Road,St. Fintans Road,53.37540806,-6.094828889,"31A,31B"
686,Sheilmartin Rd,Sheilmartin Rd,53.37385889,-6.094335,"31B,31A"
688,Strand Road,Strand Road,53.372915,-6.097753056,"31A,31B"
689,Strand Road,Strand Road,53.37476306,-6.099276944,"31B,31A"
690,Strand Road,Strand Road,53.37649694,-6.101363056,"31A,31B"
691,Strand Road,Strand Road,53.38142194,-6.102218889,"31B,31A"
692,Strand Road,Strand Road,53.38395694,-6.100805,"31A,31B"
693,Greenfield Rd,Greenfield Rd,53.38689306,-6.104151111,"31B,31"
695,Carrickbrack Rd,Carrickbrack Rd,53.38287889,-6.098891944,"31A,31B"
696,Carrickbrack Rd,Carrickbrack Rd,53.38051889,-6.094345,"31B,31A"
697,Carrickbrack Rd,Carrickbrack Rd,53.37791194,-6.090806944,"31A,31B"
698,Carrickbrack Rd,Carrickbrack Rd,53.37504694,-6.089926944,"31B,31A"
699,Carrickbrack Rd,Carrickbrack Rd,53.37214694,-6.088113889,"31A,31B"
700,Carrickbrack Rd,Carrickbrack Rd,53.36945694,-6.084201944,"31B,31A"
701,Carrickbrack Rd,Carrickbrack Rd,53.36706,-6.079385,"31A,31B"
702,Carrickbrack Rd,Carrickbrack Rd,53.36649889,-6.077456944,"31B,31A"
703,Carrickbrack Rd,Carrickbrack Rd,53.36613,-6.074038056,"31A,31B"
704,Carrickbrack Rd,Carrickbrack Rd,53.36672389,-6.06639,"31B,31A"
705,Thormanby Road,Thormanby Road,53.36595306,-6.063198056,"31A,31B"
706,Thormanby Road,Thormanby Road,53.36659,-6.06003,"31B,31A"
707,Thormanby Road,Thormanby Road,53.37238306,-6.0586,"31A,31,31B"
708,Thormanby Road,Thormanby Road,53.366395,-6.060061944,"31B,31,31A"
709,Howth Road,Howth Road,53.37503806,-6.197026111,"31A,31,29A,31B,32"
710,Carrickbrack Rd,Carrickbrack Rd,53.366485,-6.065831944,"31B,31,31A"
711,Carrickbrack Rd,Carrickbrack Rd,53.36646806,-6.068093056,"31A,31,31B"
712,Carrickbrack Rd,Carrickbrack Rd,53.36603806,-6.073481944,"31B,31,31A"
713,Carrickbrack Rd,Carrickbrack Rd,53.36623889,-6.076898889,"31A,31,31B"
714,Carrickbrack Rd,Carrickbrack Rd,53.36716889,-6.079878889,"31B,31,31A"
715,Carrickbrack Rd,Carrickbrack Rd,53.36890194,-6.082833889,"31A,31,31B"
716,Carrickbrack Rd,Carrickbrack Rd,53.37233111,-6.088488056,"31B,31,31A"
717,Carrickbrack Rd,Carrickbrack Rd,53.37519306,-6.090123056,"31A,31,31B"
718,Carrickbrack Rd,Carrickbrack Rd,53.37821806,-6.091098889,"31B,31,31A"
719,Carrickbrack Rd,Carrickbrack Rd,53.38024194,-6.094086944,"31A,31,31B"
720,Carrickbrack Rd,Carrickbrack Rd,53.381935,-6.097408889,"31B,31,31A"
721,Carrickbrack Road,Carrickbrack Road,53.38364111,-6.099876111,"31,31B"
722,Station Road,Station Road,53.381115,-6.17571,29A
723,Raheny Road,Raheny Road,53.38415306,-6.175711944,29A
724,Raheny Road,Raheny Road,53.38694889,-6.174488889,29A
725,Raheny Road,Raheny Road,53.38957306,-6.170466111,29A
726,Grange Road,Grange Road,53.39174611,-6.167601111,29A
727,Grange Road,Grange Road,53.39369889,-6.16682,29A
728,Grange Road,Grange Road,53.39531389,-6.163471944,29A
729,Grange Road,Grange Road,53.39655694,-6.162426111,29A
730,Grange Road,Grange Road,53.39816194,-6.1618,29A
731,Thormanby Road,Thormanby Road,53.365815,-6.062973056,"31,31A,31B"
733,Rathingle Road,Rathingle Road,53.44943333,-6.240473889,"41X,41C"
738,Grange Road,Grange Road,53.39759611,-6.161791111,29A
739,Grange Road,Grange Road,53.395145,-6.163453056,29A
740,Grange Road,Grange Road,53.39314,-6.16699,29A
741,Grange Road,Grange Road,53.39190306,-6.167441111,29A
742,Raheny Road,Raheny Road,53.38982111,-6.169836944,29A
743,Raheny Road,Raheny Road,53.38802611,-6.172718889,29A
744,Raheny Road,Raheny Road,53.38526389,-6.174821111,29A
745,Station Road,Station Road,53.38133889,-6.175453056,29A
746,Kildare Street,Kildare Street,53.34012694,-6.255561111,84X
747,Kildare Street,Kildare Street,53.33992806,-6.255696944,"32X,25X,33D,33X,37,38,39,39A,38D,38A,38B,11,145,155,41X,51X,51D,46A,7D,7B,66X,67X,70"
748,Merrion Row,Merrion Row,53.33851306,-6.255003889,"70,67X,66X,51D,51X,25,38B,38A,38D,39A,39,38,33X,33D,25X,25A,25B,25D"
749,Baggot St,Baggot St,53.33755889,-6.250828889,"25X,38,39,39A,38D,38A,38B,51X,51D,66X,67X,70"
750,Baggot St,Baggot St,53.33657306,-6.24847,"70,67X,66X,77X,51D,51X,38B,38A,38D,39A,39,38,25X"
751,Baggot St,Baggot St,53.33532,-6.246555,"25X,38,39,39A,38D,38A,38B,51X,51D,77X,66X,67X,70"
752,Baggot St,Baggot St,53.33366889,-6.24444,"70,67X,66X,77X,51D,51X,38B,38A,38D,39A,39,38,25X"
753,Waterloo Road,Waterloo Road,53.33245333,-6.243521111,"25X,38,39,39A,38D,38A,38B,51X,51D,77X,66X,67X,70"
754,Waterloo Road,Waterloo Road,53.33078389,-6.244280278,"67X,66X,77X,51D,51X,39A,25X"
755,Waterloo Road,Waterloo Road,53.32882806,-6.245141389,"25X,39A,51X,51D,77X,66X,67X"
756,Morehampton Road,Morehampton Road,53.32639,-6.242576111,"67X,66X,77X,7B,7D,51X,46A,41X,39A,25X,155,145,116"
757,Morehampton Road,Morehampton Road,53.324075,-6.239573889,"116,145,155,25X,39A,41X,46A,51X,7D,7B,77X,66X,67X"
758,Morehampton Road,Morehampton Road,53.32267806,-6.237663889,"67X,66X,77X,7B,7D,51X,46A,41X,39A,25X,155,145,116,84X"
759,Donnybrook,Donnybrook,53.32034306,-6.233323889,"116,145,155,25X,32X,39A,41X,46A,51X,7D,7B,77X,66X,67X"
760,Stillorgan Road,Stillorgan Road,53.31832389,-6.23055,"67X,66X,77X,7B,7D,51X,46A,41X,39A,32X,25X,155,145,116,84X"
761,Stillorgan Road,Stillorgan Road,53.31609111,-6.227471944,"116,145,155,25X,32X,39A,46A,51X,7D,7B,77X,66X,67X"
762,RTE,RTE,53.31451611,-6.224361944,"67X,66X,77X,7B,7D,51X,46A,41X,39A,32X,25X,155,145,116"
763,Stillorgan Road,Stillorgan Road,53.31232111,-6.221138056,"116,145,155,25X,32X,27X,39A,41X,46A,47,51X,7D,7B,77X,66X,67X"
767,UCD Campus,UCD Campus,53.30534694,-6.216628056,"46A,39A,39,145"
768,Stillorgan Road,Stillorgan Road,53.30946611,-6.21888,"145,155,116,118,39,39A,27X,32X,25X,46A,46E,47,41X,67X,66X,7B,7D,84X"
769,Stillorgan Road,Stillorgan Road,53.31189389,-6.221316944,"7D,7B,66X,67X,41X,46E,46A,25X,39A,39,118,116,155,145"
770,Stillorgan Road,Stillorgan Road,53.314675,-6.225783056,"145,155,116,118,39,25X,32X,46A,46E,41X,39A,67X,66X,7B,7D"
771,Stillorgan Road,Stillorgan Road,53.31587694,-6.227763056,"7D,7B,66X,67X,41X,46E,46A,25X,39A,39,118,116,155,145"
772,Stillorgan Road,Stillorgan Road,53.31849806,-6.231315,"145,155,116,118,39,39A,25X,46A,46E,41X,67X,66X,7B,7D,84X"
773,Donnybrook Rd,Donnybrook Rd,53.31991194,-6.233256944,"7D,7B,66X,67X,41X,46E,46A,25X,32X,39A,39,118,116,155,145"
774,Donnybrook,Donnybrook,53.32160389,-6.235483889,"145,155,116,118,39,39A,32X,25X,46A,46E,41X,67X,66X,7B,7D"
775,Morehampton Road,Morehampton Road,53.32348111,-6.239063889,"7D,7B,66X,67X,41X,46E,46A,25X,39A,39,118,116,155,145,84X"
776,Morehampton Road,Morehampton Road,53.32549,-6.241803889,"145,155,116,118,39,39A,25X,46A,46E,41X,67X,66X,7B,7D"
777,Morehampton Road,Morehampton Road,53.32694389,-6.243658889,"7D,7B,66X,67X,41X,46E,46A,25X,39A,39,118,116,155,145"
779,Waterloo Road,Waterloo Road,53.32868861,-6.2454475,"39,39A,25X,67X,66X"
780,Waterloo Road,Waterloo Road,53.33106333,-6.244343889,"66X,67X,25X,39A,39"
781,Waterloo Road,Waterloo Road,53.33262639,-6.243664167,"39,39A,25X,67X,66X"
782,Baggot St,Baggot St,53.33358,-6.24458,"66X,67X,25X,39A,39"
783,Baggot St,Baggot St,53.33531194,-6.246965,"39,38D,39A,38B,38,38A,37,25X,67X,66X,70"
784,Baggot St,Baggot St,53.33641389,-6.248618056,"70,66X,67X,25X,37,38A,38,38B,39A,38D,39"
785,Pembroke St,Pembroke St,53.33709694,-6.251733889,"39,38D,39A,38B,38,38A,37,25X,67X,66X,70"
786,Leeson Street,Leeson Street,53.33519806,-6.256116944,"70,66X,67X,7B,7D,46A,46E,41X,25X,32X,37,38A,38,38B,39A,38D,39,145,155,116,11,118,84X"
790,St. Stephen's Green,St. Stephen's Green,53.33939194,-6.258545,"32X,41X"
791,St. Stephen's Green,St. Stephen's Green,53.339,-6.2571,"67X,66X,32X,25X,84X"
792,Dawson Street,Dawson Street,53.34005,-6.258663889,"84X,118,116,155,145,7D,7B,46E,46A"
793,Dawson Street,Dawson Street,53.34016389,-6.258661111,"44,61,70,11,39,38B,39A,38D,38,38A,37"
795,Berkeley Road,Berkeley Road,53.35873194,-6.269721944,"38A,38,38D,38B,120,46A"
796,Berkeley Road,Berkeley Road,53.35997806,-6.269785,"46A,120,38B,38D,38,38A"
